Step,method1,method2,method3,method4,method5,method6,method7,method8,method9,method10,method11,method12,method13,method14,method15,method16,method17,method18
2402,0.3433,0.3342,0.3558,0.29745,0.2692,0.3257,0.3308,0.3308,0.3308,0.008033333,0.0055,0.0093,0.3633,0.3633,0.3633,0.3511,0.3511,0.3511
2406,0.351333333,0.3399,0.3639,0.29945,0.2755,0.3234,0.3296,0.3296,0.3296,0.008866667,0.0078,0.011,0.3637,0.3637,0.3637,0.3493,0.3493,0.3493
2410,0.352966667,0.3432,0.3621,0.2988,0.2768,0.3208,0.3481,0.3481,0.3481,0.0105,0.0105,0.0105,0.3658,0.3658,0.3658,0.3505,0.3505,0.3505
2414,0.349866667,0.3407,0.3656,0.3003,0.2755,0.3251,0.3467,0.3467,0.3467,0.012866667,0.0112,0.0137,0.3667,0.3667,0.3667,0.3506,0.3506,0.3506
2418,0.3463,0.3403,0.3577,0.29545,0.2732,0.3177,0.3407,0.3407,0.3407,0.007433333,0.0074,0.0075,0.3667,0.3667,0.3667,0.3472,0.3472,0.3472
2422,0.340533333,0.3325,0.35,0.2939,0.2686,0.3192,0.3413,0.3413,0.3413,0.005433333,0.0053,0.0057,0.365,0.365,0.365,0.3469,0.3469,0.3469
2426,0.343266667,0.338,0.3528,0.3041,0.278,0.3302,0.3356,0.3356,0.3356,0.0124,0.0122,0.0128,0.3683,0.3683,0.3683,0.3492,0.3492,0.3492
2430,0.346333333,0.3345,0.3613,0.3006,0.2764,0.3248,0.3475,0.3475,0.3475,0.0141,0.0129,0.0147,0.3686,0.3686,0.3686,0.3513,0.3513,0.3513
2434,0.3449,0.3374,0.3551,0.29325,0.2713,0.3152,0.3415,0.3415,0.3415,0.008733333,0.0076,0.011,0.3647,0.3647,0.3647,0.3503,0.3503,0.3503
2438,0.3497,0.3417,0.3586,0.30095,0.2741,0.3278,0.3452,0.3452,0.3452,0.009766667,0.0097,0.0099,0.3674,0.3674,0.3674,0.3489,0.3489,0.3489
2442,0.351733333,0.3433,0.3611,0.30435,0.2811,0.3276,0.3438,0.3438,0.3438,0.010633333,0.0075,0.0122,0.3695,0.3695,0.3695,0.3528,0.3528,0.3528
2446,0.345433333,0.3379,0.353,0.3049,0.2803,0.3295,0.3363,0.3363,0.3363,0.0109,0.0081,0.0123,0.3627,0.3627,0.3627,0.3527,0.3527,0.3527
2450,0.345766667,0.3452,0.3467,0.3015,0.2814,0.3216,0.3412,0.3412,0.3412,0.0118,0.011,0.0122,0.3606,0.3606,0.3606,0.3516,0.3516,0.3516
2454,0.348466667,0.3426,0.3535,0.3019,0.2792,0.3246,0.3386,0.3386,0.3386,0.012766667,0.0127,0.0129,0.3637,0.3637,0.3637,0.3498,0.3498,0.3498
2458,0.3456,0.3415,0.3531,0.299,0.2752,0.3228,0.3381,0.3381,0.3381,0.0115,0.0095,0.0155,0.3623,0.3623,0.3623,0.3526,0.3526,0.3526
2462,0.3495,0.3454,0.3564,0.3042,0.282,0.3264,0.3395,0.3395,0.3395,0.007433333,0.0059,0.0105,0.3621,0.3621,0.3621,0.3543,0.3543,0.3543
2466,0.3475,0.3421,0.3554,0.29995,0.2782,0.3217,0.3384,0.3384,0.3384,0.0082,0.0082,0.0082,0.3623,0.3623,0.3623,0.354,0.354,0.354
2470,0.342366667,0.3335,0.354,0.29785,0.2762,0.3195,0.3434,0.3434,0.3434,0.005366667,0.0053,0.0055,0.3618,0.3618,0.3618,0.3515,0.3515,0.3515
2474,0.345866667,0.338,0.3581,0.29885,0.2744,0.3233,0.3418,0.3418,0.3418,0.0113,0.011,0.0118,0.3645,0.3645,0.3645,0.3549,0.3549,0.3549
2478,0.348833333,0.3411,0.3622,0.29995,0.2776,0.3223,0.3365,0.3365,0.3365,0.009566667,0.0095,0.0097,0.3643,0.3643,0.3643,0.3564,0.3564,0.3564
2482,0.3483,0.3414,0.3606,0.2987,0.2753,0.3221,0.3385,0.3385,0.3385,0.0069,0.0062,0.0083,0.3629,0.3629,0.3629,0.3526,0.3526,0.3526
2486,0.3494,0.341,0.3657,0.2955,0.2781,0.3129,0.3374,0.3374,0.3374,0.010633333,0.0075,0.0122,0.3609,0.3609,0.3609,0.3524,0.3524,0.3524
2490,0.3525,0.3474,0.3589,0.29795,0.2791,0.3168,0.341,0.341,0.341,0.010466667,0.0094,0.011,0.3548,0.3548,0.3548,0.3518,0.3518,0.3518
2494,0.3497,0.3439,0.3551,0.2945,0.2748,0.3142,0.3419,0.3419,0.3419,0.0126,0.0116,0.0131,0.3579,0.3579,0.3579,0.3519,0.3519,0.3519
2498,0.3446,0.3404,0.3512,0.2909,0.2746,0.3072,0.3376,0.3376,0.3376,0.0105,0.0093,0.0111,0.3616,0.3616,0.3616,0.348,0.348,0.348
2502,0.340433333,0.3361,0.348,0.2949,0.2756,0.3142,0.3316,0.3316,0.3316,0.012166667,0.0121,0.0123,0.3614,0.3614,0.3614,0.3481,0.3481,0.3481
2506,0.340833333,0.3348,0.3444,0.2969,0.273,0.3208,0.3311,0.3311,0.3311,0.009366667,0.0093,0.0094,0.3589,0.3589,0.3589,0.3468,0.3468,0.3468
2510,0.343066667,0.3378,0.3499,0.2991,0.275,0.3232,0.34,0.34,0.34,0.012166667,0.0121,0.0123,0.3583,0.3583,0.3583,0.3431,0.3431,0.3431
2514,0.3423,0.3336,0.3553,0.2989,0.2784,0.3194,0.3343,0.3343,0.3343,0.009533333,0.0064,0.0111,0.3572,0.3572,0.3572,0.3439,0.3439,0.3439
2518,0.34485,0.3349,0.3548,0.29735,0.2714,0.3233,0.3383,0.3383,0.3383,0.011133333,0.011,0.0114,0.3595,0.3595,0.3595,0.3518,0.3518,0.3518
2522,0.3536,0.3482,0.359,0.30015,0.277,0.3233,0.349,0.349,0.349,0.010233333,0.0093,0.0107,0.3611,0.3611,0.3611,0.3496,0.3496,0.3496
2526,0.3571,0.3506,0.3636,0.30075,0.2772,0.3243,0.3501,0.3501,0.3501,0.010333333,0.0078,0.0116,0.3595,0.3595,0.3595,0.3531,0.3531,0.3531
2530,0.3516,0.3405,0.3627,0.29455,0.2751,0.314,0.3382,0.3382,0.3382,0.0081,0.008,0.0083,0.3615,0.3615,0.3615,0.3482,0.3482,0.3482
2534,0.3523,0.343,0.3616,0.30035,0.2745,0.3262,0.3481,0.3481,0.3481,0.011066667,0.0084,0.0124,0.3616,0.3616,0.3616,0.3497,0.3497,0.3497
2538,0.34865,0.3413,0.356,0.303,0.2798,0.3262,0.3412,0.3412,0.3412,0.008833333,0.0074,0.0117,0.3621,0.3621,0.3621,0.3482,0.3482,0.3482
2542,0.35105,0.3417,0.3604,0.3003,0.2804,0.3202,0.3397,0.3397,0.3397,0.0119,0.0119,0.0119,0.3611,0.3611,0.3611,0.3538,0.3538,0.3538
2546,0.35295,0.3412,0.3647,0.29585,0.2767,0.315,0.3431,0.3431,0.3431,0.008966667,0.0061,0.0104,0.36,0.36,0.36,0.3513,0.3513,0.3513
2550,0.35595,0.3464,0.3655,0.302,0.2814,0.3226,0.3448,0.3448,0.3448,0.0089,0.0081,0.0105,0.3633,0.3633,0.3633,0.3523,0.3523,0.3523
2554,0.35545,0.3464,0.3645,0.2993,0.2767,0.3219,0.3381,0.3381,0.3381,0.013066667,0.0118,0.0137,0.3627,0.3627,0.3627,0.3491,0.3491,0.3491
2558,0.3517,0.3423,0.3611,0.2924,0.2787,0.3061,0.3341,0.3341,0.3341,0.011666667,0.0092,0.0129,0.3644,0.3644,0.3644,0.353,0.353,0.353
2562,0.3486,0.3434,0.3538,0.29165,0.275,0.3083,0.3467,0.3467,0.3467,0.009266667,0.0092,0.0093,0.3641,0.3641,0.3641,0.3527,0.3527,0.3527
2566,0.3563,0.3562,0.3564,0.29615,0.2761,0.3162,0.3462,0.3462,0.3462,0.010533333,0.0105,0.0106,0.3671,0.3671,0.3671,0.3524,0.3524,0.3524
2570,0.35835,0.3522,0.3645,0.30165,0.2781,0.3252,0.3328,0.3328,0.3328,0.011566667,0.0083,0.0132,0.3681,0.3681,0.3681,0.3499,0.3499,0.3499
2574,0.35775,0.3538,0.3617,0.2984,0.2773,0.3195,0.3319,0.3319,0.3319,0.0095,0.0065,0.011,0.3627,0.3627,0.3627,0.3557,0.3557,0.3557
2578,0.3504,0.3416,0.3592,0.2954,0.2751,0.3157,0.3453,0.3453,0.3453,0.007766667,0.0062,0.0109,0.3637,0.3637,0.3637,0.354,0.354,0.354
2582,0.3477,0.332,0.3634,0.2996,0.2779,0.3213,0.3443,0.3443,0.3443,0.007266667,0.0072,0.0074,0.3603,0.3603,0.3603,0.3526,0.3526,0.3526
2586,0.3472,0.3384,0.356,0.29785,0.2742,0.3215,0.3361,0.3361,0.3361,0.0086,0.0073,0.0112,0.3613,0.3613,0.3613,0.3488,0.3488,0.3488
2590,0.3514,0.3445,0.3583,0.2928,0.2769,0.3087,0.3402,0.3402,0.3402,0.010466667,0.0099,0.0115,0.3655,0.3655,0.3655,0.3534,0.3534,0.3534
2594,0.35055,0.3472,0.3539,0.29955,0.2749,0.3242,0.3283,0.3283,0.3283,0.0158,0.0144,0.0165,0.3672,0.3672,0.3672,0.3521,0.3521,0.3521
2598,0.35205,0.3483,0.3558,0.29915,0.2781,0.3202,0.3484,0.3484,0.3484,0.010866667,0.0107,0.0112,0.3668,0.3668,0.3668,0.353,0.353,0.353
2602,0.34715,0.3441,0.3502,0.30205,0.2788,0.3253,0.3347,0.3347,0.3347,0.008633333,0.0073,0.0113,0.3622,0.3622,0.3622,0.3477,0.3477,0.3477
2606,0.3466,0.3407,0.3525,0.30005,0.2759,0.3242,0.3417,0.3417,0.3417,0.0107,0.0107,0.0107,0.3684,0.3684,0.3684,0.3524,0.3524,0.3524
2610,0.3477,0.3463,0.3491,0.2998,0.277,0.3226,0.344,0.344,0.344,0.010633333,0.0075,0.0122,0.3696,0.3696,0.3696,0.3522,0.3522,0.3522
2614,0.3481,0.3464,0.3498,0.2969,0.2744,0.3194,0.3439,0.3439,0.3439,0.0113,0.0109,0.0115,0.3602,0.3602,0.3602,0.3489,0.3489,0.3489
2618,0.3467,0.3451,0.3483,0.3005,0.276,0.325,0.3436,0.3436,0.3436,0.0154,0.0132,0.0165,0.3575,0.3575,0.3575,0.3467,0.3467,0.3467
2622,0.35315,0.3524,0.3539,0.3017,0.2782,0.3252,0.3473,0.3473,0.3473,0.011333333,0.011,0.012,0.3622,0.3622,0.3622,0.3527,0.3527,0.3527
2626,0.353,0.3515,0.3545,0.2966,0.2757,0.3175,0.3404,0.3404,0.3404,0.009533333,0.0094,0.0098,0.3645,0.3645,0.3645,0.35,0.35,0.35
2630,0.3486,0.3478,0.3494,0.2968,0.2766,0.317,0.3395,0.3395,0.3395,0.012166667,0.0109,0.0128,0.3558,0.3558,0.3558,0.3503,0.3503,0.3503
2634,0.3493,0.3459,0.3527,0.2937,0.2774,0.31,0.3462,0.3462,0.3462,0.011533333,0.0088,0.0129,0.3643,0.3643,0.3643,0.3512,0.3512,0.3512
2638,0.3472,0.3432,0.3512,0.29735,0.2742,0.3205,0.3492,0.3492,0.3492,0.012666667,0.011,0.0135,0.3665,0.3665,0.3665,0.3523,0.3523,0.3523
2642,0.34825,0.3407,0.3558,0.30015,0.2788,0.3215,0.345,0.345,0.345,0.009,0.0073,0.0124,0.3657,0.3657,0.3657,0.3503,0.3503,0.3503
2646,0.3524,0.3471,0.3577,0.30155,0.2832,0.3199,0.3443,0.3443,0.3443,0.012633333,0.0126,0.0127,0.3655,0.3655,0.3655,0.3506,0.3506,0.3506
2650,0.3581,0.3511,0.3651,0.29595,0.2811,0.3108,0.3438,0.3438,0.3438,0.0091,0.0053,0.011,0.3648,0.3648,0.3648,0.3513,0.3513,0.3513
2654,0.35365,0.3461,0.3612,0.29745,0.279,0.3159,0.3415,0.3415,0.3415,0.006866667,0.005,0.0106,0.3611,0.3611,0.3611,0.3516,0.3516,0.3516
2658,0.3488,0.3436,0.354,0.29755,0.2748,0.3203,0.3462,0.3462,0.3462,0.012333333,0.01,0.0135,0.3603,0.3603,0.3603,0.3486,0.3486,0.3486
2662,0.3501,0.3437,0.3565,0.3013,0.2772,0.3254,0.3431,0.3431,0.3431,0.0111,0.0098,0.0137,0.362,0.362,0.362,0.348,0.348,0.348
2666,0.35445,0.3542,0.3547,0.30025,0.2826,0.3179,0.3459,0.3459,0.3459,0.0096,0.0076,0.0136,0.3613,0.3613,0.3613,0.3502,0.3502,0.3502
2670,0.35605,0.35,0.3621,0.30365,0.2781,0.3292,0.3429,0.3429,0.3429,0.012733333,0.012,0.0131,0.3613,0.3613,0.3613,0.3493,0.3493,0.3493
2674,0.3545,0.3462,0.3628,0.30415,0.2785,0.3298,0.3353,0.3353,0.3353,0.008966667,0.0075,0.0097,0.3637,0.3637,0.3637,0.3458,0.3458,0.3458
2678,0.3509,0.3454,0.3564,0.30245,0.2774,0.3275,0.3392,0.3392,0.3392,0.0068,0.006,0.0084,0.3638,0.3638,0.3638,0.3482,0.3482,0.3482
2682,0.34785,0.3437,0.352,0.30205,0.2753,0.3288,0.3386,0.3386,0.3386,0.010766667,0.0094,0.0135,0.3643,0.3643,0.3643,0.3495,0.3495,0.3495
2686,0.35175,0.3471,0.3564,0.30455,0.2846,0.3245,0.3445,0.3445,0.3445,0.010766667,0.0107,0.0109,0.3661,0.3661,0.3661,0.3518,0.3518,0.3518
2690,0.3494,0.3453,0.3535,0.29915,0.2816,0.3167,0.3399,0.3399,0.3399,0.0129,0.0129,0.0129,0.3622,0.3622,0.3622,0.3518,0.3518,0.3518
2694,0.3557,0.3554,0.356,0.2967,0.2775,0.3159,0.3472,0.3472,0.3472,0.0087,0.0086,0.0089,0.3652,0.3652,0.3652,0.3516,0.3516,0.3516
2698,0.3549,0.3541,0.3557,0.3006,0.2789,0.3223,0.3481,0.3481,0.3481,0.010566667,0.0097,0.011,0.3692,0.3692,0.3692,0.355,0.355,0.355
2702,0.354,0.3476,0.3604,0.3034,0.2815,0.3253,0.3496,0.3496,0.3496,0.009833333,0.0095,0.01,0.3646,0.3646,0.3646,0.3556,0.3556,0.3556
2706,0.3497,0.3457,0.3537,0.30095,0.2811,0.3208,0.3517,0.3517,0.3517,0.007833333,0.0075,0.008,0.3705,0.3705,0.3705,0.3539,0.3539,0.3539
2710,0.3529,0.3467,0.3591,0.3034,0.2831,0.3237,0.3446,0.3446,0.3446,0.009966667,0.008,0.0139,0.3675,0.3675,0.3675,0.3538,0.3538,0.3538
2714,0.34655,0.345,0.3481,0.2996,0.2783,0.3209,0.3418,0.3418,0.3418,0.008966667,0.0086,0.0097,0.3684,0.3684,0.3684,0.3517,0.3517,0.3517
2718,0.3449,0.3428,0.347,0.3035,0.2819,0.3251,0.3392,0.3392,0.3392,0.009333333,0.0088,0.0096,0.3685,0.3685,0.3685,0.3531,0.3531,0.3531
2722,0.35155,0.3488,0.3543,0.2971,0.28,0.3142,0.337,0.337,0.337,0.010266667,0.0094,0.0107,0.3682,0.3682,0.3682,0.351,0.351,0.351
2726,0.353,0.3482,0.3578,0.30375,0.279,0.3285,0.3505,0.3505,0.3505,0.008033333,0.008,0.0081,0.3694,0.3694,0.3694,0.3565,0.3565,0.3565
2730,0.3539,0.3514,0.3564,0.30595,0.2814,0.3305,0.348,0.348,0.348,0.011033333,0.0108,0.0113,0.3682,0.3682,0.3682,0.3502,0.3502,0.3502
2734,0.35645,0.3558,0.3571,0.3046,0.2831,0.3261,0.3531,0.3531,0.3531,0.011533333,0.011,0.0118,0.3687,0.3687,0.3687,0.3527,0.3527,0.3527
2738,0.35255,0.3503,0.3548,0.30295,0.2813,0.3246,0.3503,0.3503,0.3503,0.0099,0.008,0.0137,0.3675,0.3675,0.3675,0.3553,0.3553,0.3553
2742,0.34605,0.3423,0.3498,0.30585,0.286,0.3257,0.3447,0.3447,0.3447,0.011066667,0.0099,0.0134,0.3675,0.3675,0.3675,0.3568,0.3568,0.3568
2746,0.34635,0.3434,0.3493,0.2999,0.2835,0.3163,0.3378,0.3378,0.3378,0.012266667,0.01,0.0134,0.365,0.365,0.365,0.3537,0.3537,0.3537
2750,0.3493,0.3476,0.351,0.3048,0.2829,0.3267,0.339,0.339,0.339,0.010033333,0.01,0.0101,0.3626,0.3626,0.3626,0.3511,0.3511,0.3511
2754,0.3458,0.3411,0.3505,0.3018,0.2807,0.3229,0.3341,0.3341,0.3341,0.009033333,0.0083,0.0094,0.363,0.363,0.363,0.3531,0.3531,0.3531
2758,0.34945,0.3491,0.3498,0.30125,0.2829,0.3196,0.3436,0.3436,0.3436,0.0099,0.0093,0.0111,0.3595,0.3595,0.3595,0.3504,0.3504,0.3504
2762,0.3568,0.3522,0.3614,0.30355,0.2826,0.3245,0.3522,0.3522,0.3522,0.009233333,0.0089,0.0094,0.362,0.362,0.362,0.3522,0.3522,0.3522
2766,0.3475,0.3421,0.3529,0.3034,0.2805,0.3263,0.3438,0.3438,0.3438,0.0086,0.0062,0.0098,0.3584,0.3584,0.3584,0.3489,0.3489,0.3489
2770,0.3393,0.3344,0.3442,0.2967,0.2801,0.3133,0.3177,0.3177,0.3177,0.006,0.005,0.008,0.3587,0.3587,0.3587,0.3504,0.3504,0.3504
2774,0.3481,0.3431,0.3531,0.2999,0.2781,0.3217,0.3339,0.3339,0.3339,0.006866667,0.0044,0.0081,0.3602,0.3602,0.3602,0.3526,0.3526,0.3526
2778,0.349,0.3465,0.3515,0.30185,0.2829,0.3208,0.3466,0.3466,0.3466,0.0105,0.0105,0.0105,0.3596,0.3596,0.3596,0.3509,0.3509,0.3509
2782,0.3514,0.3501,0.3527,0.30115,0.2796,0.3227,0.347,0.347,0.347,0.008666667,0.0077,0.0106,0.3631,0.3631,0.3631,0.3554,0.3554,0.3554
2786,0.34815,0.346,0.3503,0.3051,0.2817,0.3285,0.3402,0.3402,0.3402,0.008033333,0.0072,0.0097,0.3598,0.3598,0.3598,0.3502,0.3502,0.3502
2790,0.3497,0.3441,0.3553,0.3063,0.2856,0.327,0.342,0.342,0.342,0.009333333,0.0072,0.0104,0.3599,0.3599,0.3599,0.3502,0.3502,0.3502
2794,0.34715,0.3395,0.3548,0.30135,0.2829,0.3198,0.3395,0.3395,0.3395,0.010633333,0.0081,0.0119,0.3627,0.3627,0.3627,0.3558,0.3558,0.3558
2798,0.3488,0.3443,0.3533,0.3005,0.2787,0.3223,0.336,0.336,0.336,0.010833333,0.0108,0.0109,0.3619,0.3619,0.3619,0.3523,0.3523,0.3523
2802,0.3558,0.3522,0.3594,0.30375,0.2833,0.3242,0.3447,0.3447,0.3447,0.013466667,0.0134,0.0136,0.3634,0.3634,0.3634,0.3575,0.3575,0.3575
2806,0.34805,0.3474,0.3487,0.3053,0.2831,0.3275,0.3328,0.3328,0.3328,0.012266667,0.0122,0.0124,0.3613,0.3613,0.3613,0.3553,0.3553,0.3553
2810,0.3513,0.3486,0.354,0.29555,0.28,0.3111,0.3422,0.3422,0.3422,0.011866667,0.0118,0.012,0.3599,0.3599,0.3599,0.3555,0.3555,0.3555
2814,0.34665,0.3458,0.3475,0.2961,0.2786,0.3136,0.3417,0.3417,0.3417,0.004933333,0.0034,0.008,0.3606,0.3606,0.3606,0.3512,0.3512,0.3512
2818,0.3492,0.3392,0.3592,0.3032,0.284,0.3224,0.3492,0.3492,0.3492,0.010866667,0.0095,0.0136,0.3634,0.3634,0.3634,0.3587,0.3587,0.3587
2822,0.35185,0.346,0.3577,0.29595,0.278,0.3139,0.3355,0.3355,0.3355,0.0109,0.0107,0.011,0.3656,0.3656,0.3656,0.3529,0.3529,0.3529
2826,0.35175,0.35,0.3535,0.29915,0.278,0.3203,0.3388,0.3388,0.3388,0.009933333,0.0098,0.0102,0.3686,0.3686,0.3686,0.3542,0.3542,0.3542
2830,0.35405,0.3508,0.3573,0.29815,0.2788,0.3175,0.3446,0.3446,0.3446,0.009666667,0.0095,0.01,0.367,0.367,0.367,0.3544,0.3544,0.3544
2834,0.3545,0.3538,0.3552,0.2942,0.2779,0.3105,0.3422,0.3422,0.3422,0.008466667,0.008,0.0093,0.3627,0.3627,0.3627,0.354,0.354,0.354
2838,0.3492,0.3462,0.3522,0.30355,0.2799,0.3272,0.3427,0.3427,0.3427,0.0071,0.0033,0.009,0.3667,0.3667,0.3667,0.3577,0.3577,0.3577
2842,0.3475,0.3398,0.3552,0.30175,0.2768,0.3267,0.3399,0.3399,0.3399,0.010266667,0.0089,0.013,0.3634,0.3634,0.3634,0.3588,0.3588,0.3588
2846,0.34465,0.3317,0.3576,0.3011,0.2774,0.3248,0.3487,0.3487,0.3487,0.011466667,0.0112,0.0116,0.3644,0.3644,0.3644,0.3558,0.3558,0.3558
2850,0.34445,0.3365,0.3524,0.2981,0.2759,0.3203,0.3431,0.3431,0.3431,0.009733333,0.0097,0.0098,0.3621,0.3621,0.3621,0.3554,0.3554,0.3554
2854,0.34335,0.338,0.3487,0.30315,0.2789,0.3274,0.3484,0.3484,0.3484,0.009733333,0.0076,0.0108,0.363,0.363,0.363,0.3524,0.3524,0.3524
2858,0.35075,0.3454,0.3561,0.29995,0.2803,0.3196,0.353,0.353,0.353,0.014,0.0112,0.0154,0.3645,0.3645,0.3645,0.3561,0.3561,0.3561
2862,0.35145,0.3459,0.357,0.30075,0.2784,0.3231,0.353,0.353,0.353,0.0098,0.0095,0.0104,0.3623,0.3623,0.3623,0.357,0.357,0.357
2866,0.35545,0.3505,0.3604,0.30455,0.2817,0.3274,0.3433,0.3433,0.3433,0.010066667,0.0097,0.0105,0.367,0.367,0.367,0.3538,0.3538,0.3538
2870,0.3569,0.3532,0.3606,0.30275,0.2838,0.3217,0.3432,0.3432,0.3432,0.0113,0.0109,0.0115,0.3681,0.3681,0.3681,0.355,0.355,0.355
2874,0.3475,0.3424,0.3526,0.2991,0.2793,0.3189,0.3417,0.3417,0.3417,0.0125,0.0105,0.0135,0.3638,0.3638,0.3638,0.3522,0.3522,0.3522
2878,0.35145,0.35,0.3529,0.30085,0.2811,0.3206,0.3396,0.3396,0.3396,0.007766667,0.0077,0.0079,0.3655,0.3655,0.3655,0.3532,0.3532,0.3532
2882,0.35205,0.3444,0.3597,0.3015,0.2776,0.3254,0.3434,0.3434,0.3434,0.007466667,0.0059,0.0083,0.3683,0.3683,0.3683,0.3558,0.3558,0.3558
2886,0.34745,0.3362,0.3587,0.3009,0.2767,0.3251,0.3421,0.3421,0.3421,0.007633333,0.0035,0.0097,0.3648,0.3648,0.3648,0.3486,0.3486,0.3486
2890,0.34965,0.334,0.3653,0.2968,0.2791,0.3145,0.3473,0.3473,0.3473,0.0093,0.0093,0.0093,0.3639,0.3639,0.3639,0.3513,0.3513,0.3513
2894,0.3514,0.3421,0.3607,0.30335,0.2772,0.3295,0.35,0.35,0.35,0.009833333,0.0094,0.0107,0.3627,0.3627,0.3627,0.3586,0.3586,0.3586
2898,0.35425,0.351,0.3575,0.2981,0.2762,0.32,0.3451,0.3451,0.3451,0.011433333,0.0109,0.0122,0.3602,0.3602,0.3602,0.3547,0.3547,0.3547
2902,0.3517,0.3471,0.3563,0.2991,0.2805,0.3177,0.3391,0.3391,0.3391,0.0099,0.0099,0.0099,0.3621,0.3621,0.3621,0.3554,0.3554,0.3554
2906,0.35095,0.3493,0.3526,0.2995,0.2763,0.3227,0.3413,0.3413,0.3413,0.0098,0.0078,0.0108,0.3649,0.3649,0.3649,0.3544,0.3544,0.3544
2910,0.3509,0.3509,0.3509,0.2988,0.2797,0.3179,0.3488,0.3488,0.3488,0.0099,0.0098,0.0101,0.3643,0.3643,0.3643,0.3563,0.3563,0.3563
2914,0.35145,0.3491,0.3538,0.2991,0.2805,0.3177,0.3461,0.3461,0.3461,0.012933333,0.0118,0.0135,0.3654,0.3654,0.3654,0.3523,0.3523,0.3523
2918,0.3508,0.3476,0.354,0.30075,0.2783,0.3232,0.3417,0.3417,0.3417,0.009633333,0.0093,0.0103,0.3683,0.3683,0.3683,0.355,0.355,0.355
2922,0.35215,0.3461,0.3582,0.30005,0.2768,0.3233,0.3451,0.3451,0.3451,0.011433333,0.011,0.0123,0.3635,0.3635,0.3635,0.3549,0.3549,0.3549
2926,0.34685,0.3422,0.3515,0.3002,0.2778,0.3226,0.3376,0.3376,0.3376,0.011166667,0.0111,0.0113,0.3628,0.3628,0.3628,0.3527,0.3527,0.3527
2930,0.3469,0.3416,0.3522,0.29915,0.2754,0.3229,0.3388,0.3388,0.3388,0.009066667,0.0077,0.0118,0.3638,0.3638,0.3638,0.355,0.355,0.355
2934,0.3462,0.3446,0.3478,0.30345,0.2803,0.3266,0.354,0.354,0.354,0.0119,0.011,0.0137,0.3625,0.3625,0.3625,0.3577,0.3577,0.3577
2938,0.34765,0.3461,0.3492,0.29995,0.2797,0.3202,0.3545,0.3545,0.3545,0.0051,0.005,0.0053,0.3624,0.3624,0.3624,0.3563,0.3563,0.3563
2942,0.34955,0.3417,0.3574,0.3002,0.278,0.3224,0.3488,0.3488,0.3488,0.0103,0.01,0.0109,0.3599,0.3599,0.3599,0.3549,0.3549,0.3549
2946,0.3556,0.3528,0.3584,0.30175,0.2801,0.3234,0.3439,0.3439,0.3439,0.012466667,0.0124,0.0126,0.3571,0.3571,0.3571,0.3547,0.3547,0.3547
2950,0.35575,0.3541,0.3574,0.29875,0.2792,0.3183,0.3477,0.3477,0.3477,0.009566667,0.009,0.0107,0.361,0.361,0.361,0.3555,0.3555,0.3555
2954,0.35325,0.3489,0.3576,0.30195,0.2809,0.323,0.3412,0.3412,0.3412,0.0054,0.0042,0.0078,0.3561,0.3561,0.3561,0.3569,0.3569,0.3569
2958,0.3514,0.344,0.3588,0.2975,0.2777,0.3173,0.3397,0.3397,0.3397,0.009533333,0.0082,0.0122,0.3563,0.3563,0.3563,0.3556,0.3556,0.3556
2962,0.35455,0.3488,0.3603,0.2994,0.2807,0.3181,0.3428,0.3428,0.3428,0.009133333,0.0089,0.0096,0.3593,0.3593,0.3593,0.3577,0.3577,0.3577
2966,0.3493,0.3442,0.3544,0.3041,0.2821,0.3261,0.3458,0.3458,0.3458,0.0074,0.0074,0.0074,0.3641,0.3641,0.3641,0.3567,0.3567,0.3567
2970,0.34795,0.3448,0.3511,0.29985,0.2788,0.3209,0.3505,0.3505,0.3505,0.0108,0.01,0.0124,0.3659,0.3659,0.3659,0.3587,0.3587,0.3587
2974,0.35225,0.3485,0.356,0.302,0.2839,0.3201,0.3519,0.3519,0.3519,0.0091,0.0076,0.0121,0.3673,0.3673,0.3673,0.3578,0.3578,0.3578
2978,0.3443,0.3408,0.3478,0.30045,0.2793,0.3216,0.3517,0.3517,0.3517,0.011333333,0.0113,0.0114,0.3625,0.3625,0.3625,0.3577,0.3577,0.3577
2982,0.34895,0.3454,0.3525,0.3025,0.2812,0.3238,0.3444,0.3444,0.3444,0.014,0.014,0.014,0.3589,0.3589,0.3589,0.3586,0.3586,0.3586
2986,0.34475,0.3441,0.3454,0.29965,0.2793,0.32,0.3498,0.3498,0.3498,0.005933333,0.0059,0.006,0.3576,0.3576,0.3576,0.3597,0.3597,0.3597
2990,0.354,0.347,0.361,0.3023,0.2817,0.3229,0.3485,0.3485,0.3485,0.008966667,0.0081,0.0094,0.3592,0.3592,0.3592,0.3596,0.3596,0.3596
2994,0.3524,0.3467,0.3581,0.3016,0.2823,0.3209,0.3492,0.3492,0.3492,0.010866667,0.0108,0.011,0.3601,0.3601,0.3601,0.3568,0.3568,0.3568
2998,0.35305,0.3473,0.3588,0.3029,0.2821,0.3237,0.3427,0.3427,0.3427,0.008733333,0.0063,0.0136,0.3618,0.3618,0.3618,0.3565,0.3565,0.3565
3002,0.35115,0.3455,0.3568,0.30175,0.2791,0.3244,0.3441,0.3441,0.3441,0.0113,0.0109,0.0121,0.3705,0.3705,0.3705,0.355,0.355,0.355
